record_type,cohort,validation,outcome_metric,outcome_formulation,model,base_model,candidate_model,comparison,metric,estimate,ci_lower,ci_upper,bootstrap_se,n_persons,n_train_min,n_train_max,temporal_cutoff,bootstrap_success,bootstrap_attempts,notes
comparison,HRS,grouped_10fold,persistence,ancova_level,,B0,B3,B3_minus_B0,RMSE,0.0,0.0,0.0,0.0,1166,1049,1050,,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,grouped_10fold,persistence,ancova_level,,B0,B3,B3_minus_B0,MAE,0.0,0.0,0.0,0.0,1166,1049,1050,,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,grouped_10fold,persistence,ancova_level,,B0,B3,B3_minus_B0,predictive_R2,0.0,0.0,0.0,0.0,1166,1049,1050,,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,grouped_10fold,persistence,ancova_level,,B0,B3,B3_minus_B0,mean_log_predictive_density,0.0,0.0,0.0,0.0,1166,1049,1050,,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,grouped_10fold,persistence,ancova_level,,B3,B4,B4_minus_B3,RMSE,0.0011444122689683,-0.0027985940141384,0.0049037016079457,0.002060282290578,1166,1049,1050,,500.0,500.0,
comparison,HRS,grouped_10fold,persistence,ancova_level,,B3,B4,B4_minus_B3,MAE,0.0020321133113894,-0.0012695205222375,0.0055665817686136,0.00180225842395,1166,1049,1050,,500.0,500.0,
comparison,HRS,grouped_10fold,persistence,ancova_level,,B3,B4,B4_minus_B3,predictive_R2,0.0019162202436865,-0.0046966769436749,0.0081954107098334,0.0034551663397788,1166,1049,1050,,500.0,500.0,
comparison,HRS,grouped_10fold,persistence,ancova_level,,B3,B4,B4_minus_B3,mean_log_predictive_density,0.0012373379456094,-0.003415006990388,0.0057410556193078,0.0024636940871702,1166,1049,1050,,500.0,500.0,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,RMSE,1.0615319075431342,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,MAE,0.7868047104136923,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,predictive_R2,-0.0181906719471887,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,mean_log_predictive_density,-1.4841553081558152,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,calibration_intercept,0.1039472287376845,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B0,,,,calibration_slope,0.3459248921580091,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,RMSE,1.0614214838776037,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,MAE,0.7863435245461077,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,predictive_R2,-0.0179788525988768,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,mean_log_predictive_density,-1.484047780464617,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,calibration_intercept,0.1023098192527424,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B1,,,,calibration_slope,0.3508180416261691,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,RMSE,1.0566274486032958,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,MAE,0.7871523349324715,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,predictive_R2,-0.0088039761853666,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,mean_log_predictive_density,-1.47899427220219,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,calibration_intercept,0.0258400230455033,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B2,,,,calibration_slope,0.5804042871289752,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,RMSE,0.9445419436889748,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,MAE,0.7603121534592674,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,predictive_R2,0.1938692183114758,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,mean_log_predictive_density,-1.3674801059925334,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,calibration_intercept,0.0141149942294651,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B3,,,,calibration_slope,0.9421299470341492,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,RMSE,0.9444646741433912,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,MAE,0.7602316795478401,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,predictive_R2,0.1940011061789555,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,mean_log_predictive_density,-1.367385790521614,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,calibration_intercept,0.0141050747841417,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,change,B4,,,,calibration_slope,0.9422672033479904,,,,340,826,826,2014-05-15,,,
comparison,HRS,temporal_70_30,acute,change,,B0,B1,B1_minus_B0,RMSE,0.0001104236655304,-0.0010855033236603,0.0015427292102822,0.0006776308190748,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B1,B1_minus_B0,MAE,0.0004611858675845,-0.0008603737362203,0.0017653951968737,0.0006661662007887,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B1,B1_minus_B0,predictive_R2,0.0002118193483118,-0.0020626482098308,0.0029402333734255,0.0013079656390389,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B1,B1_minus_B0,mean_log_predictive_density,0.0001075276911981,-0.0012486897594853,0.0016614036681278,0.000737963838418,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B2,B2_minus_B0,RMSE,0.0049044589398383,-0.0010228654546975,0.0100835303746259,0.0027375281910707,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B2,B2_minus_B0,MAE,-0.0003476245187792,-0.0047276409310568,0.0037816889809873,0.0022794097166314,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B2,B2_minus_B0,predictive_R2,0.009386695761822,-0.0020248943944429,0.018760916935637,0.0052180095328127,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B2,B2_minus_B0,mean_log_predictive_density,0.0051610359536251,-0.0012760678524379,0.0109820450970205,0.0030145530077163,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B3,B3_minus_B0,RMSE,0.1169899638541592,0.0571927495064136,0.1721312767777204,0.0286626950250924,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B3,B3_minus_B0,MAE,0.0264925569544248,-0.0162643445557811,0.0735204810112279,0.0235806931031891,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B3,B3_minus_B0,predictive_R2,0.2120598902586645,0.1141885533468671,0.2965103363359887,0.0459724273834497,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B0,B3,B3_minus_B0,mean_log_predictive_density,0.1166752021632817,0.0571278388912628,0.1797911668652546,0.0308790300421693,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B3,B4,B4_minus_B3,RMSE,7.72695455838468e-05,-0.0001355319986297,0.0002881123895075,0.0001145274422076,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B3,B4,B4_minus_B3,MAE,8.047391142729232e-05,-8.6487174501218e-05,0.0002595222790181,9.342394906411856e-05,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B3,B4,B4_minus_B3,predictive_R2,0.0001318878674796,-0.0002337781754199,0.0004839737025806,0.0001974132307417,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,change,,B3,B4,B4_minus_B3,mean_log_predictive_density,9.431547091942603e-05,-0.0001628500207597,0.0003555673752737,0.0001404433631085,340,826,826,2014-05-15,500.0,500.0,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,RMSE,0.9445419436889748,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,MAE,0.7603121534592672,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,predictive_R2,0.2272629511935341,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,mean_log_predictive_density,-1.3674801059925334,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,calibration_intercept,0.0129339490094743,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B0,,,,calibration_slope,0.9224086551767416,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,RMSE,0.9225145789055998,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,MAE,0.7306473822767601,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,predictive_R2,0.2628842088282944,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,mean_log_predictive_density,-1.345270005292798,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,calibration_intercept,0.0332177724772125,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B1,,,,calibration_slope,0.9576717087546966,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,RMSE,0.9444646741433912,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,MAE,0.7602316795478403,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,predictive_R2,0.2273893756445096,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,mean_log_predictive_density,-1.3673857905216142,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,calibration_intercept,0.0128820235204922,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B2,,,,calibration_slope,0.9228919843852788,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,RMSE,0.9445419436889748,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,MAE,0.7603121534592672,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,predictive_R2,0.2272629511935341,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,mean_log_predictive_density,-1.3674801059925334,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,calibration_intercept,0.0129339490094743,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B3,,,,calibration_slope,0.9224086551767416,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,RMSE,0.9444646741433912,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,MAE,0.7602316795478403,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,predictive_R2,0.2273893756445096,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,mean_log_predictive_density,-1.3673857905216142,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,calibration_intercept,0.0128820235204922,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,acute,ancova_level,B4,,,,calibration_slope,0.9228919843852788,,,,340,826,826,2014-05-15,,,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B1,B1_minus_B0,RMSE,0.022027364783375,-0.0019271162579359,0.0490918807224587,0.0131161025677355,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B1,B1_minus_B0,MAE,0.0296647711825071,0.007898987370915,0.0519239065928693,0.0110543896014411,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B1,B1_minus_B0,predictive_R2,0.0356212576347603,-0.0030727342759305,0.0788273669187279,0.0212750741060112,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B1,B1_minus_B0,mean_log_predictive_density,0.0222101006997355,-0.0086334106171261,0.0560181747124984,0.0165515313992297,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B2,B2_minus_B0,RMSE,7.726954558373578e-05,-0.0001227250054654,0.0003030019787628,0.0001085366214132,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B2,B2_minus_B0,MAE,8.047391142684823e-05,-8.654401310262682e-05,0.0002663223158063,9.17846802852097e-05,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B2,B2_minus_B0,predictive_R2,0.0001264244509755,-0.0001976590434341,0.0005263244013445,0.0001798184087961,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B2,B2_minus_B0,mean_log_predictive_density,9.4315470919204e-05,-0.0001510433023093,0.0003807383131525,0.0001335334277786,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B3,B3_minus_B0,RMSE,0.0,0.0,0.0,0.0,340,826,826,2014-05-15,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B3,B3_minus_B0,MAE,0.0,0.0,0.0,0.0,340,826,826,2014-05-15,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B3,B3_minus_B0,predictive_R2,0.0,0.0,0.0,0.0,340,826,826,2014-05-15,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,temporal_70_30,acute,ancova_level,,B0,B3,B3_minus_B0,mean_log_predictive_density,0.0,0.0,0.0,0.0,340,826,826,2014-05-15,500.0,500.0,structural identity under mandatory ANCOVA baseline
comparison,HRS,temporal_70_30,acute,ancova_level,,B3,B4,B4_minus_B3,RMSE,7.726954558373578e-05,-0.0001538229970915,0.0003056961853221,0.0001145165760311,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B3,B4,B4_minus_B3,MAE,8.047391142684823e-05,-0.0001047032197293,0.0002585659811298,9.671012965706132e-05,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B3,B4,B4_minus_B3,predictive_R2,0.0001264244509755,-0.0002605346237744,0.0005109796357026,0.0001885622650987,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,acute,ancova_level,,B3,B4,B4_minus_B3,mean_log_predictive_density,9.4315470919204e-05,-0.0001914560817413,0.0003712896078901,0.0001406226531885,340,826,826,2014-05-15,500.0,500.0,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,RMSE,1.0315776169415525,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,MAE,0.7508803375349711,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,predictive_R2,0.0084632309422211,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,mean_log_predictive_density,-1.456460528718875,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,calibration_intercept,-0.1819069188601536,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B0,,,,calibration_slope,1.4159527358416677,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,RMSE,1.0314730454504175,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,MAE,0.7514303899025865,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,predictive_R2,0.0086642458176504,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,mean_log_predictive_density,-1.4563542345392086,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,calibration_intercept,-0.1849799191556561,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B1,,,,calibration_slope,1.430983633150045,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,RMSE,0.9999402717769492,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,MAE,0.7263196092798789,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,predictive_R2,0.0683492834492061,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,mean_log_predictive_density,-1.422930785147256,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,calibration_intercept,-0.1291087571458641,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B2,,,,calibration_slope,1.405752762042543,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,RMSE,0.890141128469521,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,MAE,0.687021047467634,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,predictive_R2,0.2617172201181288,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,mean_log_predictive_density,-1.306390644187705,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,calibration_intercept,0.0124987063243612,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B3,,,,calibration_slope,1.1066148884523523,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,RMSE,0.8859765265877755,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,MAE,0.6808029073057948,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,predictive_R2,0.2686092987782573,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,mean_log_predictive_density,-1.3013080179805865,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,calibration_intercept,0.0201943476189424,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,change,B4,,,,calibration_slope,1.1098149303037723,,,,340,826,826,2014-05-15,,,
comparison,HRS,temporal_70_30,persistence,change,,B0,B1,B1_minus_B0,RMSE,0.0001045714911347,-0.0009388415340409,0.0013431318705142,0.0005915853692516,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B1,B1_minus_B0,MAE,-0.0005500523676154,-0.0016310617865322,0.0006199550996836,0.0005779514658172,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B1,B1_minus_B0,predictive_R2,0.0002010148754293,-0.0018063331868786,0.0026867985540969,0.0011450249432535,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B1,B1_minus_B0,mean_log_predictive_density,0.0001062941796663,-0.0010498668618796,0.0014768027080757,0.0006706252711071,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B2,B2_minus_B0,RMSE,0.0316373451646032,0.0110399145951076,0.0534474957272799,0.011060242309496,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B2,B2_minus_B0,MAE,0.0245607282550921,0.0084634282864035,0.043163493575287,0.0088500708634089,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B2,B2_minus_B0,predictive_R2,0.0598860525069849,0.0212981072092111,0.0996085661552179,0.0202966789677436,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B2,B2_minus_B0,mean_log_predictive_density,0.033529743571619,0.0104363705390441,0.0584614095325336,0.012611549896083,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B3,B3_minus_B0,RMSE,0.1414364884720315,0.0812568008380946,0.202986968155714,0.0302729884714648,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B3,B3_minus_B0,MAE,0.063859290067337,0.0220088279651058,0.1125864449179816,0.023180506931739,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B3,B3_minus_B0,predictive_R2,0.2532539891759077,0.1596177054200509,0.3451865520408769,0.0453973388038256,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B0,B3,B3_minus_B0,mean_log_predictive_density,0.1500698845311701,0.0828128361029826,0.2222210313343082,0.0342115244247589,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B3,B4,B4_minus_B3,RMSE,0.0041646018817455,-0.001343885477527,0.0093888099906166,0.002816904282885,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B3,B4,B4_minus_B3,MAE,0.0062181401618391,0.0008080952307195,0.0109435369685113,0.0027025732249539,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B3,B4,B4_minus_B3,predictive_R2,0.0068920786601285,-0.0021237953432829,0.0156689004732322,0.0046011033007798,340,826,826,2014-05-15,500.0,500.0,
comparison,HRS,temporal_70_30,persistence,change,,B3,B4,B4_minus_B3,mean_log_predictive_density,0.0050826262071184,-0.002015680066738,0.0116589260582839,0.0035939686481131,340,826,826,2014-05-15,500.0,500.0,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,RMSE,0.890141128469521,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,MAE,0.6870210474676341,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,predictive_R2,0.2219153442573616,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,mean_log_predictive_density,-1.3063906441877051,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,calibration_intercept,0.0226127118736458,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B0,,,,calibration_slope,0.8641353921876754,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,RMSE,0.8700300617114973,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,MAE,0.6591722818205399,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,predictive_R2,0.2566768940980471,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,mean_log_predictive_density,-1.2841725446680254,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,calibration_intercept,0.0435103085798808,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B1,,,,calibration_slope,0.8970148030452223,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,RMSE,0.8859765265877756,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,MAE,0.6808029073057951,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,predictive_R2,0.229178984691282,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,mean_log_predictive_density,-1.3013080179805867,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,calibration_intercept,0.028773409135884,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B2,,,,calibration_slope,0.8744074809266851,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,RMSE,0.890141128469521,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,MAE,0.6870210474676341,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,predictive_R2,0.2219153442573616,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,mean_log_predictive_density,-1.3063906441877051,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,calibration_intercept,0.0226127118736458,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B3,,,,calibration_slope,0.8641353921876754,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,RMSE,0.8859765265877756,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,MAE,0.6808029073057951,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,predictive_R2,0.229178984691282,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,mean_log_predictive_density,-1.3013080179805867,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,calibration_intercept,0.028773409135884,,,,340,826,826,2014-05-15,,,
model_metric,HRS,temporal_70_30,persistence,ancova_level,B4,,,,calibration_slope,0.8744074809266851,,,,340,826,826,2014-05-15,,,
comparison,HRS,temporal_70_30,persistence,ancova_level,,B0,B1,B1_minus_B0,RMSE,0.0201110667580236,-0.0026528507106611,0.0430302796916287,0.0114038462731506,340,826,826,2014-05-15,500.0,500.0,
