record_type,cohort,instrument,wave,item_position,item_concept,half,source_variable,variable_label,raw_valid_codes,missing_codes,scoring,reverse_coded,available,notes,episode_position,time_role,eligible_n,item_complete_n,item_complete_pct,n,statistic,estimate,scale,converged
item_metadata,UKHLS,GHQ-12,1.0,12.0,general_happiness,B,a_scghql,GHQ: general happiness,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""about the same as usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,1.0,concentration,A,b_scghqa,GHQ: concentration,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""better than usual"", ""2"": ""same as usual"", ""3"": ""less than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,2.0,loss_of_sleep,A,b_scghqb,GHQ: loss of sleep,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,3.0,useful_role,A,b_scghqc,GHQ: playing a useful role,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,4.0,making_decisions,B,b_scghqd,GHQ: capable of making decisions,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less so than usual"", ""4"": ""much less capable"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,5.0,under_strain,A,b_scghqe,GHQ: constantly under strain,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,6.0,overcoming_difficulties,B,b_scghqf,GHQ: problem overcoming difficulties,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,7.0,enjoy_activities,A,b_scghqg,GHQ: enjoy day-to-day activities,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""4"": ""much less than usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,8.0,face_problems,B,b_scghqh,GHQ: ability to face problems,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less able than usual"", ""4"": ""much less able"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,9.0,unhappy_depressed,A,b_scghqi,GHQ: unhappy or depressed,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,10.0,losing_confidence,B,b_scghqj,GHQ: losing confidence,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,11.0,worthless,B,b_scghqk,GHQ: believe worthless,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,2.0,12.0,general_happiness,B,b_scghql,GHQ: general happiness,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""about the same as usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,1.0,concentration,A,c_scghqa,GHQ: concentration,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""better than usual"", ""2"": ""same as usual"", ""3"": ""less than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,2.0,loss_of_sleep,A,c_scghqb,GHQ: loss of sleep,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,3.0,useful_role,A,c_scghqc,GHQ: playing a useful role,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,4.0,making_decisions,B,c_scghqd,GHQ: capable of making decisions,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less so than usual"", ""4"": ""much less capable"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,5.0,under_strain,A,c_scghqe,GHQ: constantly under strain,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,6.0,overcoming_difficulties,B,c_scghqf,GHQ: problem overcoming difficulties,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,7.0,enjoy_activities,A,c_scghqg,GHQ: enjoy day-to-day activities,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""4"": ""much less than usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,8.0,face_problems,B,c_scghqh,GHQ: ability to face problems,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less able than usual"", ""4"": ""much less able"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,9.0,unhappy_depressed,A,c_scghqi,GHQ: unhappy or depressed,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,10.0,losing_confidence,B,c_scghqj,GHQ: losing confidence,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,11.0,worthless,B,c_scghqk,GHQ: believe worthless,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,3.0,12.0,general_happiness,B,c_scghql,GHQ: general happiness,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""about the same as usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,1.0,concentration,A,d_scghqa,GHQ: concentration,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""better than usual"", ""2"": ""same as usual"", ""3"": ""less than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,2.0,loss_of_sleep,A,d_scghqb,GHQ: loss of sleep,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,3.0,useful_role,A,d_scghqc,GHQ: playing a useful role,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,4.0,making_decisions,B,d_scghqd,GHQ: capable of making decisions,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less so than usual"", ""4"": ""much less capable"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,5.0,under_strain,A,d_scghqe,GHQ: constantly under strain,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,6.0,overcoming_difficulties,B,d_scghqf,GHQ: problem overcoming difficulties,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,7.0,enjoy_activities,A,d_scghqg,GHQ: enjoy day-to-day activities,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""4"": ""much less than usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,8.0,face_problems,B,d_scghqh,GHQ: ability to face problems,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less able than usual"", ""4"": ""much less able"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,9.0,unhappy_depressed,A,d_scghqi,GHQ: unhappy or depressed,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,10.0,losing_confidence,B,d_scghqj,GHQ: losing confidence,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,11.0,worthless,B,d_scghqk,GHQ: believe worthless,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,4.0,12.0,general_happiness,B,d_scghql,GHQ: general happiness,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""about the same as usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,1.0,concentration,A,e_scghqa,GHQ: concentration,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""better than usual"", ""2"": ""same as usual"", ""3"": ""less than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,2.0,loss_of_sleep,A,e_scghqb,GHQ: loss of sleep,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,3.0,useful_role,A,e_scghqc,GHQ: playing a useful role,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""4"": ""much less than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,4.0,making_decisions,B,e_scghqd,GHQ: capable of making decisions,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less so than usual"", ""4"": ""much less capable"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,5.0,under_strain,A,e_scghqe,GHQ: constantly under strain,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,6.0,overcoming_difficulties,B,e_scghqf,GHQ: problem overcoming difficulties,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,7.0,enjoy_activities,A,e_scghqg,GHQ: enjoy day-to-day activities,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""2"": ""same as usual"", ""4"": ""much less than usual"", ""1"": ""more so than usual"", ""3"": ""less so than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,8.0,face_problems,B,e_scghqh,GHQ: ability to face problems,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,True,True,"{""1"": ""more so than usual"", ""2"": ""same as usual"", ""3"": ""less able than usual"", ""4"": ""much less able"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,9.0,unhappy_depressed,A,e_scghqi,GHQ: unhappy or depressed,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
item_metadata,UKHLS,GHQ-12,5.0,10.0,losing_confidence,B,e_scghqj,GHQ: losing confidence,"1,2,3,4","-9,-8,-7,-2,-1",raw minus 1; 0-3 distress orientation,False,True,"{""1"": ""not at all"", ""2"": ""no more than usual"", ""3"": ""rather more than usual"", ""4"": ""much more than usual"", ""-9"": ""missing"", ""-8"": ""inapplicable"", ""-2"": ""refusal"", ""-1"": ""don't know"", ""-7"": ""proxy""}",,,,,,,,,,
