case_id,sample_id,cohort,analysis,event_family,outcome,variant,benchmark,representation,base_role,n_parent,n_complete,missing_excluded,temporal_cutoff,temporal_train_n,temporal_test_n,temporal_person_overlap_excluded,run_id,formulation,scale,analysis_role,validation,row_type,term,metric,estimate,ci_lower,ci_upper,n_evaluated,n_finite_model_predictions,bootstrap_successful,bootstrap_attempted,bootstrap_seed,status,interval_status,increment_definition,count_suppressed,public_release_note
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R0,calibration_slope,-0.0668647128827912,-1.248493029245711,0.9834043396725138,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R0,mae,0.8383621982267284,0.6180842652911187,1.076391563143242,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R0,mean_log_predictive_density,-1.6932268393837129,-2.2293078200917673,-1.238729335608425,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R0,predictive_r2,-0.3733514869290255,-0.8402645605814241,-0.096708359910869,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R0,rmse,1.143679025901256,0.8348169244488558,1.4243446575033492,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,calibration_intercept,0.2243472339427673,-0.197290584461056,0.67002640933009,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,calibration_slope,-0.1376576479143657,-1.2053357602543278,0.8363796285673273,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,mae,0.8542309569254136,0.6384491938075973,1.0905291244306288,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,mean_log_predictive_density,-1.7132187100557408,-2.24743411754894,-1.256750990824936,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,predictive_r2,-0.3993865612840475,-0.8875406349576841,-0.1237166086387946,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R1,rmse,1.1544686793405317,0.8491129031506199,1.4313614308358085,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,calibration_intercept,0.2803270411765151,-0.0626028486217355,0.6655389385565834,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,calibration_slope,0.1448728142239251,-0.8630642148776091,1.034698521779453,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,mae,0.7866321391617697,0.5598869181648742,1.054411713716988,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,mean_log_predictive_density,-1.714504327112841,-2.3655002498319235,-1.1957383444084229,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,predictive_r2,-0.320288700934638,-0.8384901422202757,0.0197722972787204,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R2,rmse,1.121366967690212,0.7990177323645358,1.4262801728498766,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,calibration_intercept,0.2645004142464587,-0.068303827733182,0.6288212595971623,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,calibration_slope,0.0600169181641162,-0.8332875568812853,0.8961680519105436,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,mae,0.8058821848507329,0.5848783930023186,1.0663138994108945,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,mean_log_predictive_density,-1.7521971199761517,-2.419164737939919,-1.2070717690711072,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,predictive_r2,-0.3627911845068281,-0.9408395725761316,-0.0189556711235909,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,,,,2014-06-15,,,,edb26a313fc0fef1,change_score,standardized,secondary,temporal,model,R3,rmse,1.139273415362481,0.8072107235408259,1.4452540693426477,,,500,500,2716069590,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,calibration_intercept,-0.0242077429280369,-0.1914070064426257,0.1484138224480757,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,calibration_slope,0.0146694557038106,-0.0906071775974671,0.1268824720958141,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,mae,0.0650338120002129,-0.0302772766622719,0.1632937321242198,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,mean_log_predictive_density,-0.0436601070451625,-0.1423942637858889,0.0632808759698668,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,predictive_r2,-0.0513201400518849,-0.1376859021250209,0.0415837420923212,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C1-C0,rmse,0.0774009071065782,-0.0592358855106721,0.2142584769758125,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,calibration_intercept,0.0242077429280369,-0.1484138224480759,0.1914070064426257,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,calibration_slope,-0.0146694557038106,-0.1268824720958141,0.090607177597467,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,mae,-0.0650338120002129,-0.1632937321242198,0.0302772766622719,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,mean_log_predictive_density,0.0436601070451625,-0.0632808759698671,0.1423942637858887,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,predictive_r2,0.0513201400518849,-0.0415837420923212,0.1376859021250208,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C2-C1,rmse,-0.0774009071065782,-0.2142584769758128,0.0592358855106721,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,calibration_intercept,0.0549471659079072,0.0049712121751319,0.1160593281983025,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,calibration_slope,-0.0276516527722033,-0.0556014178643996,-0.0050019913270753,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,mae,0.0318213706051804,0.0086218429011082,0.059508388428668,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,mean_log_predictive_density,-0.0364281501864538,-0.07929284192868,-0.0031670721930227,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,predictive_r2,-0.0293484408864377,-0.0649556184722044,-0.0022543836084865,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,increment,C3-C2,rmse,0.0446975367392623,0.0034674069125994,0.0958215811258646,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,calibration_intercept,0.1465017894038303,-0.1330830762859542,0.4099509723758974,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,calibration_slope,0.9183304899463436,0.7432440078974968,1.0704490678022305,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,mae,1.2003586034410467,1.0176512316623945,1.3676198470509806,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,mean_log_predictive_density,-1.9321161627398749,-2.1090820885195276,-1.7646552403793174,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,predictive_r2,0.4674390288170537,0.29398745078398,0.5979361990064315,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C0,rmse,1.6442247545184243,1.3979192314666935,1.8618662656116851,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,calibration_intercept,0.1222940464757933,-0.2075906887558325,0.4135321001926246,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,calibration_slope,0.932999945650154,0.7569891396932198,1.1053352015363145,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,mae,1.2653924154412597,1.0931048810237676,1.4439023504084576,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,mean_log_predictive_density,-1.9757762697850376,-2.1528307878191395,-1.8172993860896989,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,predictive_r2,0.4161188887651688,0.2471341071912239,0.55716615741414,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C1,rmse,1.7216256616250023,1.471995405655143,1.963067617619,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C2,calibration_intercept,0.1465017894038303,-0.1330830762859542,0.4099509723758974,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C2,calibration_slope,0.9183304899463436,0.7432440078974968,1.0704490678022305,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C2,mae,1.2003586034410467,1.0176512316623945,1.3676198470509806,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
recurrence_HRS_caregiving_acute__recency__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,recency,same_response,secondary,,,,2014-06-15,,,,04c9a4117664d2e8,ancova_level,raw,secondary,grouped_cv,model,C2,mean_log_predictive_density,-1.9321161627398749,-2.1090820885195276,-1.7646552403793174,,,500,500,4124943062,estimated,500_paired_person_resamples,augmented_minus_baseline,true,Auxiliary participant counts suppressed in the public release to prevent within-file and cross-file recovery of counts from 1 through 10.
