case_id,sample_id,cohort,analysis,event_family,outcome,variant,benchmark,representation,base_role,n_parent,n_complete,missing_excluded,temporal_cutoff,temporal_train_n,temporal_test_n,temporal_person_overlap_excluded,run_id,formulation,scale,analysis_role,validation,row_type,term,metric,estimate,ci_lower,ci_upper,n_evaluated,n_finite_model_predictions,bootstrap_successful,bootstrap_attempted,bootstrap_seed,status,interval_status,increment_definition,count_suppressed,public_release_note
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,increment,M3-M2,predictive_r2,-0.0064046253498684,-0.0357655017791025,0.0159598182126216,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,increment,M3-M2,rmse,0.0091428313594628,-0.0236409430257703,0.0496250151305523,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,calibration_intercept,0.4055118428378321,-0.2366916380919951,1.0440263450358056,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,calibration_slope,0.8362265009325948,0.5539981114891372,1.121460628143756,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,mae,1.679453366508932,1.4784176164066654,1.872589379898918,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,mean_log_predictive_density,-2.2245997062713965,-2.359106154100104,-2.103123068551717,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,predictive_r2,0.2289132752453453,0.0344614657053079,0.3892912302355057,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M0,rmse,2.2060696237495248,1.964617280296041,2.4424559721131165,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,calibration_intercept,0.4437187751695188,-0.1571907718901482,1.0917434294814523,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,calibration_slope,0.8206283006716787,0.5487616281980569,1.0792475215826869,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,mae,1.7029626448551831,1.5070143049965632,1.896873761430098,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,mean_log_predictive_density,-2.2295049551050754,-2.3606723316483045,-2.110753405824775,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,predictive_r2,0.2225086498954769,0.0334992313348442,0.3742599803941643,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M1,rmse,2.2152124551089876,1.9824155946425392,2.450695688778928,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,calibration_intercept,0.4055118428378321,-0.2366916380919951,1.0440263450358056,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,calibration_slope,0.8362265009325948,0.5539981114891372,1.121460628143756,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,mae,1.679453366508932,1.4784176164066654,1.872589379898918,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,mean_log_predictive_density,-2.2245997062713965,-2.359106154100104,-2.103123068551717,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,predictive_r2,0.2289132752453453,0.0344614657053079,0.3892912302355057,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M2,rmse,2.2060696237495248,1.964617280296041,2.4424559721131165,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,calibration_intercept,0.4437187751695184,-0.1571907718901495,1.091743429481452,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,calibration_slope,0.8206283006716785,0.5487616281980569,1.0792475215826864,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,mae,1.7029626448551831,1.5070143049965632,1.896873761430098,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,mean_log_predictive_density,-2.2295049551050754,-2.3606723316483045,-2.110753405824775,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,predictive_r2,0.2225086498954769,0.033499231334844,0.3742599803941644,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,grouped_cv,model,M3,rmse,2.2152124551089876,1.9824155946425392,2.450695688778928,188,188,500,500,785705704,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,calibration_intercept,-0.0629286844693042,-0.1020399680805335,-0.0077754934990869,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,calibration_slope,0.0239056764838223,0.0022320240418428,0.0394850253274809,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,mae,-0.0060975775805147,-0.019922487886447,0.0058845547903625,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,mean_log_predictive_density,0.0074442285113502,0.0001648647831432,0.017003935907687,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,predictive_r2,0.0088228122427128,0.0001777869435993,0.0230277102992789,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M1-M0,rmse,-0.0137198927125381,-0.0274076703434817,-0.0002784661276107,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,calibration_intercept,-0.0629286844692997,-0.1020399680805304,-0.0077754934990833,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,calibration_slope,0.0239056764838222,0.0022320240418426,0.0394850253274812,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,mae,-0.0060975775805152,-0.0199224878864478,0.0058845547903624,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,mean_log_predictive_density,0.0074442285113498,0.0001648647831428,0.017003935907687,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,predictive_r2,0.0088228122427124,0.000177786943599,0.0230277102992791,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,increment,M3-M2,rmse,-0.0137198927125372,-0.0274076703434822,-0.00027846612761,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,calibration_intercept,0.2340086971319164,-1.1513278589448566,1.7041101822822715,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,calibration_slope,0.9707274670802624,0.3996912530287747,1.53687460544298,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,mae,1.75404771054647,1.410285400802227,2.133212679053427,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,mean_log_predictive_density,-2.245184071533765,-2.5678815644590274,-2.001787076242618,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,predictive_r2,0.2719347497869249,-0.0997687270833998,0.5165071928627433,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M0,rmse,2.2574713362645036,1.7572844930009528,2.7854130818161216,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,calibration_intercept,0.1710800126626122,-1.21021646255138,1.659998847804154,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,calibration_slope,0.9946331435640848,0.4150030132997696,1.5519652539140325,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,mae,1.7479501329659552,1.4121950470004003,2.120953194073244,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,mean_log_predictive_density,-2.237739843022415,-2.554782901813104,-2.000682679587229,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,predictive_r2,0.2807575620296377,-0.0881903852318584,0.5211428426333605,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M1,rmse,2.2437514435519654,1.7547957110641823,2.7657094070661334,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M2,calibration_intercept,0.2340086971319164,-1.1513278589448566,1.7041101822822715,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M2,calibration_slope,0.9707274670802624,0.3996912530287747,1.53687460544298,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M2,mae,1.75404771054647,1.410285400802227,2.133212679053427,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
multi_HRS_acute_nonoverlap__main__between_history_sd,multi_HRS_acute_nonoverlap,HRS,multi_event,multiple,acute,nonoverlap,main,between_history_sd,secondary,188,188,0,2016-05-15,137,51,0,68da483b5eda6e10,ancova_level,raw,secondary,temporal,model,M2,mean_log_predictive_density,-2.245184071533765,-2.5678815644590274,-2.001787076242618,51,51,500,500,1915560612,estimated,500_paired_person_resamples,augmented_minus_baseline,false,
