case_id,sample_id,cohort,analysis,event_family,outcome,variant,benchmark,representation,base_role,n_parent,n_complete,missing_excluded,temporal_cutoff,temporal_train_n,temporal_test_n,temporal_person_overlap_excluded,run_id,formulation,scale,analysis_role,validation,row_type,term,metric,estimate,ci_lower,ci_upper,n_evaluated,n_finite_model_predictions,bootstrap_successful,bootstrap_attempted,bootstrap_seed,status,interval_status,increment_definition
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R1,calibration_slope,0.7941466983499905,0.4229463676507837,1.240856416685078,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R1,mae,1.5534029936433322,1.145503867370814,2.0508856211965516,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R1,mean_log_predictive_density,-2.4084628439347315,-3.096055426466445,-1.8819517484155248,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R1,predictive_r2,0.1533066041116768,-0.2587657590780834,0.3899561597125744,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R1,rmse,2.196041514840211,1.5820823197996186,2.8021091720051308,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R2,calibration_intercept,1.0045943022026524,0.5088435025312521,1.6021815847246097,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R2,calibration_slope,0.8239373024954448,0.4527466051570415,1.3193395474447414,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R2,mae,1.516296975960929,1.1013048311598648,1.9986942246768744,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R2,mean_log_predictive_density,-2.3707700510714216,-3.0297277880840516,-1.856101895723231,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
recurrence_HRS_caregiving_acute__main__same_response,recurrence_HRS_caregiving_acute,HRS,recurrence,caregiving,acute,same_domain,main,same_response,secondary,164,164,0,2014-06-15,119,45,0,dd27935928180ef3,ancova_level,raw,secondary,temporal,model,R2,predictive_r2,0.1797131237300492,-0.2129033631780883,0.4172183022506643,45,45,500,500,2377948488,estimated,500_paired_person_resamples,augmented_minus_baseline
