display_row,panel,label,cohort,outcome,analysis_role,validation,estimate,ci_lower,ci_upper,n,source_file,source_row_0based,source_filter,source_estimate_column,source_n_column,source_ci_columns,unit,notes,contrast,representation,variant,event_family,n_complete,temporal_cutoff
11,acute Without current state,health,HRS,acute,secondary,temporal,-0.0837047573143106,-0.2133536400359898,0.0194753697391051,33,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,832,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""269b0ccde1e8bfb8"", ""sample_id"": ""recurrence_HRS_health_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,112,2016-04-15
12,acute After current state,health,HRS,acute,secondary,temporal,-0.1164048291683595,-0.3597184279221446,0.0329148172816013,33,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,838,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""269b0ccde1e8bfb8"", ""sample_id"": ""recurrence_HRS_health_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,112,2016-04-15
13,persistence Without current state,health,HRS,persistence,secondary,grouped_cv,-0.0514427924764633,-0.1152804729237421,-0.0057684322157684,85,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1084,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""91e4fb95e4ceabbf"", ""sample_id"": ""recurrence_HRS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,85,2016-05-15
14,persistence After current state,health,HRS,persistence,secondary,grouped_cv,-0.0283938499984752,-0.1170755783340444,0.0611971579914692,85,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1090,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""91e4fb95e4ceabbf"", ""sample_id"": ""recurrence_HRS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,85,2016-05-15
15,persistence Without current state,health,HRS,persistence,secondary,temporal,0.0081709557136453,-0.0281293329073163,0.047769139286512,22,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1120,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""91e4fb95e4ceabbf"", ""sample_id"": ""recurrence_HRS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,85,2016-05-15
16,persistence After current state,health,HRS,persistence,secondary,temporal,0.0478108585237571,-0.2117618710892398,0.3141666228853582,22,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1126,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""91e4fb95e4ceabbf"", ""sample_id"": ""recurrence_HRS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,85,2016-05-15
17,acute Without current state,unemployment,HRS,acute,secondary,grouped_cv,0.0853067960606301,-0.1224715860620077,0.264795609043901,57,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1372,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7a938bb2fa62d168"", ""sample_id"": ""recurrence_HRS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,57,2014-05-15
18,acute After current state,unemployment,HRS,acute,secondary,grouped_cv,0.0638614843484243,-0.0643208127160587,0.2093841249389104,57,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1378,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7a938bb2fa62d168"", ""sample_id"": ""recurrence_HRS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,57,2014-05-15
19,acute Without current state,unemployment,HRS,acute,secondary,temporal,1.4206911966107203,0.1225660043840486,4.717673581526443,17,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1408,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7a938bb2fa62d168"", ""sample_id"": ""recurrence_HRS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,57,2014-05-15
20,acute After current state,unemployment,HRS,acute,secondary,temporal,1.158625970306386,0.2124788912695848,5.76506059181503,17,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1414,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7a938bb2fa62d168"", ""sample_id"": ""recurrence_HRS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,57,2014-05-15
21,persistence Without current state,unemployment,HRS,persistence,secondary,grouped_cv,-0.0150572847741381,-0.1613484649724568,0.1028621667905292,45,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1660,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ea45b2d8577bb89c"", ""sample_id"": ""recurrence_HRS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,45,2016-05-15
22,persistence After current state,unemployment,HRS,persistence,secondary,grouped_cv,0.0002838359054297,-0.1179247980790031,0.107104242903067,45,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1666,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ea45b2d8577bb89c"", ""sample_id"": ""recurrence_HRS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,45,2016-05-15
23,persistence Without current state,unemployment,HRS,persistence,secondary,temporal,0.0238920771705977,-0.3503178627974847,0.6006560831645107,12,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1696,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ea45b2d8577bb89c"", ""sample_id"": ""recurrence_HRS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,45,2016-05-15
24,persistence After current state,unemployment,HRS,persistence,secondary,temporal,-0.0562668552250569,-0.8899972931859843,0.567965273756221,12,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1702,"{""analysis"": ""recurrence"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ea45b2d8577bb89c"", ""sample_id"": ""recurrence_HRS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,45,2016-05-15
25,acute Without current state,caregiving,UKHLS,acute,primary,grouped_cv,-0.0032009222386404,-0.0062482797056471,-0.0005476913356876,1990,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1948,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d75213bd7faaee41"", ""sample_id"": ""recurrence_UKHLS_caregiving_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,caregiving,1990,2022-01-12
26,acute After current state,caregiving,UKHLS,acute,primary,grouped_cv,-0.0018480739784715,-0.0032743260216713,-0.0003583663937477,1990,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1954,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d75213bd7faaee41"", ""sample_id"": ""recurrence_UKHLS_caregiving_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,caregiving,1990,2022-01-12
27,acute Without current state,caregiving,UKHLS,acute,primary,temporal,-0.0028513659243052,-0.0104526130859857,0.0056954835456276,597,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1984,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d75213bd7faaee41"", ""sample_id"": ""recurrence_UKHLS_caregiving_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,caregiving,1990,2022-01-12
28,acute After current state,caregiving,UKHLS,acute,primary,temporal,0.0001877036358803,-0.0006633332438172,0.0011667515953437,597,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,1990,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d75213bd7faaee41"", ""sample_id"": ""recurrence_UKHLS_caregiving_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,caregiving,1990,2022-01-12
29,persistence Without current state,caregiving,UKHLS,persistence,primary,grouped_cv,-0.0046304484493582,-0.0216453959412066,0.0096456596013267,1033,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2236,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""292d4fffab2cc9e7"", ""sample_id"": ""recurrence_UKHLS_caregiving_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,caregiving,1033,2020-05-31
30,persistence After current state,caregiving,UKHLS,persistence,primary,grouped_cv,0.0003242831109042,-0.0146623493502823,0.0141287110884039,1033,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2242,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""292d4fffab2cc9e7"", ""sample_id"": ""recurrence_UKHLS_caregiving_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,caregiving,1033,2020-05-31
31,persistence Without current state,caregiving,UKHLS,persistence,primary,temporal,-0.0235759176204768,-0.0713878318028896,0.0224130591125821,309,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2272,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""292d4fffab2cc9e7"", ""sample_id"": ""recurrence_UKHLS_caregiving_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,caregiving,1033,2020-05-31
32,persistence After current state,caregiving,UKHLS,persistence,primary,temporal,-0.0206719059751663,-0.0568974087749135,0.0164161687389513,309,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2278,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""292d4fffab2cc9e7"", ""sample_id"": ""recurrence_UKHLS_caregiving_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,caregiving,1033,2020-05-31
33,acute Without current state,financial_strain,UKHLS,acute,secondary,grouped_cv,-0.0005981428709669,-0.0043954360389012,0.003299045958621,1179,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2524,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""8a4c9c64176ac0da"", ""sample_id"": ""recurrence_UKHLS_financial_strain_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,financial_strain,1179,2022-03-30
34,acute After current state,financial_strain,UKHLS,acute,secondary,grouped_cv,0.0011983525046714,-0.004603799194328,0.0067649119156023,1179,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2530,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""8a4c9c64176ac0da"", ""sample_id"": ""recurrence_UKHLS_financial_strain_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,financial_strain,1179,2022-03-30
35,acute Without current state,financial_strain,UKHLS,acute,secondary,temporal,0.0008169432064741,-0.005248916116325,0.0063502596579029,353,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2560,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""8a4c9c64176ac0da"", ""sample_id"": ""recurrence_UKHLS_financial_strain_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,financial_strain,1179,2022-03-30
36,acute After current state,financial_strain,UKHLS,acute,secondary,temporal,0.0014860373415466,-0.0092849894329706,0.0117421322386231,353,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2566,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""8a4c9c64176ac0da"", ""sample_id"": ""recurrence_UKHLS_financial_strain_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,financial_strain,1179,2022-03-30
37,persistence Without current state,financial_strain,UKHLS,persistence,secondary,grouped_cv,-0.0090063656790324,-0.0140272984732819,-0.0047172877262797,548,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2812,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""652c9b15a1f18eda"", ""sample_id"": ""recurrence_UKHLS_financial_strain_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,financial_strain,548,2020-02-10
38,persistence After current state,financial_strain,UKHLS,persistence,secondary,grouped_cv,-0.0047363434104151,-0.0109584994349303,0.0017112715994731,548,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2818,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""652c9b15a1f18eda"", ""sample_id"": ""recurrence_UKHLS_financial_strain_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,financial_strain,548,2020-02-10
39,persistence Without current state,financial_strain,UKHLS,persistence,secondary,temporal,-0.0050329542148259,-0.0177345222126528,0.0061876939573673,164,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2848,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""652c9b15a1f18eda"", ""sample_id"": ""recurrence_UKHLS_financial_strain_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,financial_strain,548,2020-02-10
40,persistence After current state,financial_strain,UKHLS,persistence,secondary,temporal,-0.0065434231475235,-0.0287430570242331,0.014775358842262,164,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,2854,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""652c9b15a1f18eda"", ""sample_id"": ""recurrence_UKHLS_financial_strain_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,financial_strain,548,2020-02-10
41,acute Without current state,health,UKHLS,acute,secondary,grouped_cv,-0.0111947547081197,-0.0175160338730851,-0.0054764263107277,624,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3100,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""38361cebc0632011"", ""sample_id"": ""recurrence_UKHLS_health_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,624,2021-10-07
42,acute After current state,health,UKHLS,acute,secondary,grouped_cv,-0.0079691142107946,-0.0181116334836721,0.0018562080743475,624,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3106,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""38361cebc0632011"", ""sample_id"": ""recurrence_UKHLS_health_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,624,2021-10-07
43,acute Without current state,health,UKHLS,acute,secondary,temporal,-0.0034889693544251,-0.01414232400064,0.0066433303211619,187,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3136,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""38361cebc0632011"", ""sample_id"": ""recurrence_UKHLS_health_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,624,2021-10-07
