display_row,panel,label,cohort,outcome,analysis_role,validation,estimate,ci_lower,ci_upper,n,source_file,source_row_0based,source_filter,source_estimate_column,source_n_column,source_ci_columns,unit,notes,contrast,representation,variant,event_family,n_complete,temporal_cutoff
43,Without current state,most_recent nonoverlap,UKHLS,acute,secondary,temporal,0.0007490494868251,-0.0016588079245747,0.0034432817532644,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3136,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""5424c86efdcff1c9"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,nonoverlap,multiple,1089,2022-05-17
44,After current state,most_recent nonoverlap,UKHLS,acute,secondary,temporal,0.0008554723603863,-0.0210973378097311,0.0187677254883586,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3142,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""5424c86efdcff1c9"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,nonoverlap,multiple,1089,2022-05-17
45,Without current state,residualized_mean nonoverlap,UKHLS,acute,secondary,grouped_cv,-0.0024156528996619,-0.0062693707451718,0.0013958204760434,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3388,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""e0052cc5d6ca8b03"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,nonoverlap,multiple,1089,2022-05-17
46,After current state,residualized_mean nonoverlap,UKHLS,acute,secondary,grouped_cv,0.0239491738604952,0.0046829281538164,0.0446427331659721,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3394,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""e0052cc5d6ca8b03"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,nonoverlap,multiple,1089,2022-05-17
47,Without current state,residualized_mean nonoverlap,UKHLS,acute,secondary,temporal,-0.0006649241597225,-0.0016006720114665,0.0003736425978146,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3424,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""e0052cc5d6ca8b03"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,nonoverlap,multiple,1089,2022-05-17
48,After current state,residualized_mean nonoverlap,UKHLS,acute,secondary,temporal,0.0109564624174983,-0.037526523207981,0.0548904026408364,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3430,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""e0052cc5d6ca8b03"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,nonoverlap,multiple,1089,2022-05-17
49,Without current state,between_history_sd overlap_allowed,UKHLS,acute,secondary,grouped_cv,-0.0031972646422362,-0.0057430854011185,-0.0010625403257257,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3676,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ac8fc33c51fc4c5f"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,overlap_allowed,multiple,1603,2022-02-28
50,After current state,between_history_sd overlap_allowed,UKHLS,acute,secondary,grouped_cv,0.0038576610396886,-0.0058496577082203,0.0126024034438529,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3682,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ac8fc33c51fc4c5f"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,overlap_allowed,multiple,1603,2022-02-28
51,Without current state,between_history_sd overlap_allowed,UKHLS,acute,secondary,temporal,-0.0019742491706435,-0.0055648935880478,0.0015804401791119,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3712,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ac8fc33c51fc4c5f"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,overlap_allowed,multiple,1603,2022-02-28
52,After current state,between_history_sd overlap_allowed,UKHLS,acute,secondary,temporal,0.0113385694770076,-0.0007392356750538,0.0230909006572047,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3718,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""ac8fc33c51fc4c5f"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,overlap_allowed,multiple,1603,2022-02-28
53,Without current state,mean overlap_allowed,UKHLS,acute,secondary,grouped_cv,-0.0011504905319914,-0.0040578835672594,0.0014496193235082,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3964,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""dbd77e44336ab40d"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,overlap_allowed,multiple,1603,2022-02-28
54,After current state,mean overlap_allowed,UKHLS,acute,secondary,grouped_cv,-0.0003601571576624,-0.0055677438935182,0.0044734067159155,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3970,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""dbd77e44336ab40d"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,overlap_allowed,multiple,1603,2022-02-28
55,Without current state,mean overlap_allowed,UKHLS,acute,secondary,temporal,-0.0005442731912979,-0.0055610616675872,0.0043268828834434,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4000,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""dbd77e44336ab40d"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,overlap_allowed,multiple,1603,2022-02-28
56,After current state,mean overlap_allowed,UKHLS,acute,secondary,temporal,-0.0087587067906905,-0.0226973090015975,0.0050862789546714,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4006,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""dbd77e44336ab40d"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,overlap_allowed,multiple,1603,2022-02-28
57,Without current state,most_recent overlap_allowed,UKHLS,acute,secondary,grouped_cv,-0.0015890618682985,-0.0052072181766077,0.001510436138831,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4252,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""27bcdcdd0fe639b6"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,overlap_allowed,multiple,1603,2022-02-28
58,After current state,most_recent overlap_allowed,UKHLS,acute,secondary,grouped_cv,0.0018455324130295,-0.0055832561925051,0.0086592287260324,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4258,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""27bcdcdd0fe639b6"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,overlap_allowed,multiple,1603,2022-02-28
59,Without current state,most_recent overlap_allowed,UKHLS,acute,secondary,temporal,-0.0002190479652293,-0.0050540654308085,0.0045359496026361,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4288,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""27bcdcdd0fe639b6"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,overlap_allowed,multiple,1603,2022-02-28
60,After current state,most_recent overlap_allowed,UKHLS,acute,secondary,temporal,-0.0036956343515556,-0.0191241002586884,0.0087821521435415,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4294,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""27bcdcdd0fe639b6"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,overlap_allowed,multiple,1603,2022-02-28
61,Without current state,residualized_mean overlap_allowed,UKHLS,acute,secondary,grouped_cv,-0.0016095202726136,-0.002838637572905,-0.0003963018676328,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4540,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""73d0e27d0131aa83"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,overlap_allowed,multiple,1603,2022-02-28
62,After current state,residualized_mean overlap_allowed,UKHLS,acute,secondary,grouped_cv,0.0257859266196327,0.0088567334003597,0.0416857510395004,1603,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4546,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""73d0e27d0131aa83"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,overlap_allowed,multiple,1603,2022-02-28
63,Without current state,residualized_mean overlap_allowed,UKHLS,acute,secondary,temporal,-5.85258232148e-05,-0.0003973561214436,0.0002470373087356,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4576,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""73d0e27d0131aa83"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,overlap_allowed,multiple,1603,2022-02-28
64,After current state,residualized_mean overlap_allowed,UKHLS,acute,secondary,temporal,0.0053525667370739,-0.0383628767224419,0.040703493633243,480,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,4582,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""73d0e27d0131aa83"", ""sample_id"": ""multi_UKHLS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,overlap_allowed,multiple,1603,2022-02-28
